customer_id,age,gender,income,spending_score,membership_years,previous_purchases,avg_order_value,last_purchase_days,product_category_preference,communication_channel,satisfaction_score,can_upsell,can_crosssell,will_buy_premium,will_buy_accessories,will_buy_warranty,will_buy_subscription
CUST_000187,61,Male,72077,52,12,24,219,139,Home,Phone,8,1,1,0,0,1,0
CUST_000188,70,Female,115690,98,10,35,509,37,Toys,Phone,10,1,1,1,0,1,0
CUST_000189,55,Male,95994,85,15,23,552,165,Automotive,SMS,9,1,1,1,0,1,0
CUST_000190,37,Female,69101,74,15,35,215,77,Books,App,7,1,1,0,0,1,1
CUST_000191,53,Male,90910,65,8,16,269,166,Clothing,Email,9,1,1,1,1,1,1
CUST_000192,30,Male,52593,64,1,3,196,301,Toys,Email,6,0,0,0,0,0,0
CUST_000193,37,Male,72762,62,3,33,345,63,Garden,Phone,6,1,1,0,0,0,0
CUST_000194,38,Female,94894,79,11,39,467,93,Toys,App,10,1,1,1,0,1,1
CUST_000195,48,Female,71624,73,10,46,123,145,Home,Phone,8,1,1,0,0,0,0
CUST_000196,55,Female,78691,59,6,20,217,98,Garden,Phone,10,1,1,0,0,1,0
CUST_000197,39,Female,145055,91,15,49,372,91,Books,Email,10,1,1,1,0,1,1
CUST_000198,59,Male,108674,62,2,2,103,212,Books,SMS,4,1,0,1,0,0,0
CUST_000199,31,Female,59458,43,15,16,34,2,Toys,Phone,10,1,1,0,0,0,0
CUST_000200,35,Female,47246,52,13,35,75,28,Clothing,Phone,8,0,1,0,1,0,0
CUST_000201,34,Female,52519,65,2,12,307,118,Garden,Email,6,0,1,0,0,0,1
CUST_000202,23,Male,31127,45,12,13,171,122,Electronics,Email,5,0,0,0,0,0,0
CUST_000203,45,Female,119167,66,1,8,208,355,Garden,App,7,1,0,1,0,1,0
CUST_000204,35,Male,68508,60,0,1,400,74,Automotive,Email,5,0,0,0,0,0,0
CUST_000205,42,Female,95311,58,2,17,277,14,Clothing,App,6,0,1,0,1,0,1
CUST_000206,67,Female,82778,51,8,35,330,126,Home,Email,10,1,1,1,0,1,1
CUST_000207,60,Female,51232,79,9,71,226,19,Clothing,Email,8,1,1,0,1,1,1
CUST_000208,27,Female,55753,63,3,12,102,79,Health,SMS,7,1,1,0,0,0,0
CUST_000209,45,Female,118005,95,13,26,226,23,Beauty,Phone,7,1,1,1,0,1,0
CUST_000210,42,Male,83253,76,12,69,286,144,Home,Phone,8,1,1,1,0,1,0
CUST_000211,35,Female,80180,81,4,12,371,112,Sports,App,7,1,1,1,0,1,1
CUST_000212,34,Male,82244,90,15,58,400,118,Clothing,Email,9,1,1,1,1,1,1
CUST_000213,57,Female,83193,78,10,47,339,77,Beauty,SMS,8,1,1,1,0,1,0
CUST_000214,43,Female,83200,90,15,56,448,84,Automotive,App,10,1,1,1,0,1,1
CUST_000215,30,Male,79676,85,0,5,336,363,Home,App,5,1,0,0,0,0,0
CUST_000216,68,Female,105444,68,9,17,229,169,Books,SMS,10,1,1,1,0,1,0
CUST_000217,56,Female,116315,85,13,54,237,93,Toys,SMS,7,1,1,1,0,1,0
CUST_000218,60,Female,61802,79,1,19,304,85,Automotive,Phone,5,0,1,0,0,0,0
CUST_000219,65,Male,98429,73,12,49,712,39,Beauty,Phone,10,1,1,1,0,1,0
CUST_000220,23,Male,34284,42,9,11,146,53,Toys,SMS,7,0,1,0,0,0,0
CUST_000221,62,Female,81800,54,9,11,158,6,Beauty,SMS,5,1,1,1,0,0,0
CUST_000222,65,Male,107632,71,5,20,773,110,Health,Phone,10,1,1,1,0,1,0
CUST_000223,60,Female,91849,51,6,24,319,100,Electronics,SMS,8,0,1,0,1,1,0
CUST_000224,69,Male,115674,66,5,21,266,51,Health,Phone,9,1,1,1,0,1,0
CUST_000225,58,Female,118246,84,12,57,316,90,Beauty,Email,8,1,1,1,0,1,1
CUST_000226,37,Male,133094,68,10,13,222,79,Clothing,Email,7,1,1,1,1,1,1
CUST_000227,44,Male,120340,84,13,31,698,163,Toys,Phone,8,1,1,1,0,1,0
CUST_000228,26,Male,55616,68,1,12,104,125,Books,App,8,1,1,0,0,0,1
CUST_000229,49,Female,134744,91,13,65,654,126,Books,Email,7,1,1,1,0,1,1
CUST_000230,20,Female,39735,54,9,15,147,145,Health,Email,9,0,1,0,0,0,1
CUST_000231,67,Female,111046,62,14,27,211,109,Clothing,SMS,8,1,1,1,1,1,0
CUST_000232,46,Female,90688,55,14,37,160,61,Home,Phone,9,1,1,1,0,0,0
CUST_000233,45,Male,125760,68,6,36,205,16,Garden,App,9,1,1,1,0,1,1
CUST_000234,63,Female,77923,86,8,80,363,174,Clothing,Phone,10,1,1,0,1,1,0
CUST_000235,59,Male,57392,55,4,32,264,64,Automotive,Email,8,0,1,0,0,1,1
CUST_000236,44,Female,104243,64,2,13,363,72,Beauty,App,8,1,1,1,0,1,1
CUST_000237,67,Male,100089,100,11,74,264,137,Automotive,Phone,10,1,1,1,0,1,0
CUST_000238,38,Female,89270,85,4,28,696,88,Electronics,Email,7,1,1,1,1,1,1
CUST_000239,19,Male,35353,48,14,1,139,104,Books,Email,5,0,1,0,0,0,1
CUST_000240,35,Male,130798,83,8,25,580,171,Books,Email,10,1,1,1,0,1,1
CUST_000241,66,Male,96260,55,3,10,209,245,Clothing,Phone,9,0,1,0,1,1,0
CUST_000242,18,Male,47516,27,13,5,152,37,Home,SMS,3,0,1,0,0,0,0
CUST_000243,38,Female,84223,58,12,34,168,165,Books,Email,7,1,1,1,0,0,1
CUST_000244,40,Male,127323,69,13,29,326,56,Clothing,Email,8,1,1,1,1,1,1
CUST_000245,42,Female,101280,80,4,17,483,166,Clothing,Email,9,1,1,1,1,1,1
CUST_000246,60,Female,66928,73,6,67,300,76,Electronics,Phone,10,1,1,0,1,1,0
CUST_000247,58,Male,109243,60,11,39,262,34,Automotive,SMS,10,1,1,1,0,1,0
CUST_000248,66,Female,49567,21,2,1,97,111,Electronics,Phone,6,0,1,0,1,0,0
CUST_000249,50,Female,95518,75,2,18,750,158,Books,Email,5,0,1,0,0,0,1
CUST_000250,31,Male,70152,70,12,28,133,80,Automotive,Phone,8,1,1,0,0,0,0
CUST_000251,45,Male,104424,99,1,10,379,62,Electronics,Phone,6,1,1,1,1,0,0
CUST_000252,40,Female,66884,63,4,33,237,31,Electronics,App,10,1,1,0,1,1,1
CUST_000253,63,Male,105031,89,11,23,711,146,Books,Email,8,1,1,1,0,1,1
CUST_000254,54,Male,69937,72,0,0,106,430,Electronics,Email,5,0,0,0,0,0,0
CUST_000255,20,Female,39713,40,7,14,111,70,Clothing,Email,7,0,1,0,1,0,1
CUST_000256,21,Male,39626,53,1,13,47,120,Sports,SMS,7,0,1,0,0,0,0
CUST_000257,41,Male,83219,86,9,67,448,119,Beauty,Phone,10,1,1,1,0,1,0
CUST_000258,64,Male,59735,40,13,1,89,278,Beauty,SMS,8,1,1,0,0,0,0
CUST_000259,18,Female,45153,26,6,17,90,108,Health,App,8,0,1,0,0,0,1
CUST_000260,32,Female,80930,73,14,67,286,149,Clothing,Phone,8,1,1,1,1,1,0
CUST_000261,55,Male,97014,58,7,19,233,81,Automotive,SMS,9,1,1,1,0,1,0
CUST_000262,22,Male,33920,69,3,14,57,43,Health,SMS,7,0,1,0,0,0,0
CUST_000263,67,Male,99233,69,14,18,161,24,Books,SMS,9,1,1,1,0,0,0
CUST_000264,20,Male,46482,29,2,8,121,203,Toys,App,7,0,1,0,0,0,1
CUST_000265,19,Female,54635,75,7,26,336,27,Books,App,7,1,1,0,0,1,1
CUST_000266,32,Male,47984,45,11,3,179,301,Sports,Email,3,0,0,0,0,0,0
CUST_000267,59,Female,56880,45,10,4,40,237,Electronics,Phone,7,0,1,0,1,0,0
CUST_000268,49,Male,95165,77,5,21,419,48,Sports,App,10,1,1,1,0,1,1
CUST_000269,57,Male,78680,81,13,76,381,123,Electronics,Phone,9,1,1,0,1,1,0
CUST_000270,59,Male,111258,61,12,35,283,123,Toys,Email,9,1,1,1,0,1,1
CUST_000271,42,Female,68568,41,10,20,86,8,Sports,Email,10,1,1,0,0,0,1
CUST_000272,32,Male,41562,35,7,9,166,29,Home,Phone,8,0,1,0,0,0,0
CUST_000273,29,Male,50502,77,10,71,283,152,Electronics,Email,9,1,1,0,1,1,1
CUST_000274,54,Male,104517,94,9,31,702,10,Clothing,Phone,8,1,1,1,1,1,0
CUST_000275,48,Male,88481,89,6,71,333,88,Books,App,7,1,1,1,0,1,1
CUST_000276,27,Male,69491,63,2,12,302,151,Clothing,SMS,7,0,1,0,1,1,0
CUST_000277,64,Female,103858,80,5,32,775,178,Garden,Email,8,1,1,1,0,1,1
CUST_000278,42,Female,141206,78,4,15,201,180,Garden,App,9,1,1,1,0,1,1
CUST_000279,69,Male,114127,66,15,14,269,20,Home,Email,7,1,1,1,0,1,1
CUST_000280,23,Female,54270,40,8,7,93,355,Clothing,SMS,7,1,1,0,1,0,0
CUST_000281,21,Female,53719,66,5,38,311,127,Automotive,SMS,10,1,1,0,0,1,0
CUST_000282,54,Male,61319,68,2,2,250,11,Beauty,Email,3,0,1,0,0,0,1
CUST_000283,42,Male,140942,64,2,11,347,8,Automotive,Phone,6,1,1,1,0,0,0
CUST_000284,21,Male,46698,33,6,14,171,139,Sports,Email,7,0,1,0,0,0,1
CUST_000285,43,Female,65131,43,11,1,139,45,Sports,Phone,8,1,1,0,0,0,0
CUST_000286,19,Male,36195,60,9,12,151,30,Sports,SMS,8,0,1,0,0,0,0
CUST_000287,23,Female,37116,43,12,12,77,115,Electronics,SMS,8,0,1,0,1,0,0
CUST_000288,35,Male,64808,46,2,12,168,106,Garden,Email,9,0,1,0,0,0,1
CUST_000289,51,Female,110190,90,7,50,506,21,Automotive,SMS,7,1,1,1,0,1,0
CUST_000290,69,Male,55765,68,5,40,185,55,Home,Phone,7,1,1,0,0,0,0
CUST_000291,45,Male,127211,69,8,20,134,23,Automotive,Phone,10,1,1,1,0,0,0
CUST_000292,51,Female,41620,70,13,13,136,39,Books,SMS,9,1,1,0,0,0,0
CUST_000293,24,Male,31618,70,9,37,167,89,Automotive,SMS,10,1,1,0,0,0,0
CUST_000294,48,Male,67570,57,12,14,305,10,Automotive,App,6,0,1,0,0,0,1
CUST_000295,35,Female,47651,41,9,10,101,252,Clothing,Email,6,0,1,0,1,0,1
CUST_000296,67,Female,75313,76,2,7,326,109,Automotive,SMS,8,1,1,0,0,1,0
